conf_cluster_type,conf_target_id,num_nodes,benchmark_min_cost,benchmark_avg_cost,benchmark_max_cost,timestamp,time_processed_seconds
waste_collection_area,56,4,17.97359693637821,18.946169104116784,19.876919324808856,2025-08-28 08:33:10,0.019831600016914308
waste_collection_area,108,3,14.04971100335206,14.049711003352062,14.049711003352062,2025-08-28 08:33:10,0.01596270001027733
waste_collection_area,47,4,3.366726069444905,4.246461225862704,6.005931538698302,2025-08-28 08:33:10,0.017025600012857467
waste_facility,5,6,27.15451082922431,37.46725250205122,45.904260366681726,2025-08-28 08:33:10,0.016307399957440794
waste_collection_area,103,4,4.832925512278852,4.832925512278852,4.832925512278852,2025-08-28 08:33:10,0.016978500003460795
waste_collection_area,63,5,4.102918560127262,5.457774101098585,6.812629642069904,2025-08-28 08:33:10,0.0157438000314869
