ROAD_SEGMENT_ID;LINE_ID;START_LAT;START_LON;END_LAT;END_LON
13934;1280;-38.147395774;145.2897876063;-38.1475037714;145.2897676846
13935;1281;-38.0313107042;145.2801998064;-38.030963426;145.2797934847
13936;1281;-38.030963426;145.2797934847;-38.0326897926;145.279220794
13937;1281;-38.0326897926;145.279220794;-38.0328200023;145.2791896455
13938;1281;-38.0328200023;145.2791896455;-38.032859631;145.2791837362
13939;1281;-38.032859631;145.2791837362;-38.0328596336;145.2791837358
13940;1281;-38.0328596336;145.2791837358;-38.0329502125;145.279170229
13941;1282;-38.0538692998;145.3244468029;-38.0539582595;145.324448348
13942;1282;-38.0539582595;145.324448348;-38.0560426999;145.3244845526
13943;1282;-38.0560426999;145.3244845526;-38.0562467936;145.3244880935
13944;1282;-38.0562467936;145.3244880935;-38.0562464183;145.324488087
13945;1282;-38.0562464183;145.324488087;-38.0566342823;145.3244948162
13946;1282;-38.0566342823;145.3244948162;-38.0568120413;145.3246196693
13947;1283;-37.9931543366;145.24183809;-37.9931811573;145.2419495003
13948;1283;-37.9931811573;145.2419495003;-37.9931811583;145.2419495042
13949;1283;-37.9931811583;145.2419495042;-37.9935183719;145.2433502951
13950;1283;-37.9935183719;145.2433502951;-37.9929414524;145.244499632
13951;1283;-37.9929414524;145.244499632;-37.9927348771;145.2449111736
13952;1284;-38.0469151298;145.3379729219;-38.0469678467;145.3378774582
13953;1284;-38.0469678467;145.3378774582;-38.0469752558;145.3378640412
13954;1284;-38.0469752558;145.3378640412;-38.0470563055;145.337744327
13955;1284;-38.0470563055;145.337744327;-38.0471312734;145.3376533768
13956;1284;-38.0471312734;145.3376533768;-38.04722926;145.3375559081
13957;1285;-38.0509218811;145.2519851311;-38.050787088;145.2518931643
13958;1285;-38.050787088;145.2518931643;-38.0504989351;145.2518401241
13959;1285;-38.0504989351;145.2518401241;-38.0503990665;145.2517728326
13960;1285;-38.0503990665;145.2517728326;-38.0501821896;145.2513937253
13961;1285;-38.0501821896;145.2513937253;-38.0498039232;145.2510571586
13962;1285;-38.0498039232;145.2510571586;-38.0498101809;145.251041342
13963;1285;-38.0498101809;145.251041342;-38.0498369484;145.2509675157
13964;1285;-38.0498369484;145.2509675157;-38.0498603942;145.2508919335
13965;1285;-38.0498603942;145.2508919335;-38.0498804653;145.2508147906
13966;1285;-38.0498804653;145.2508147906;-38.0498898412;145.2507726564
13967;1285;-38.0498898412;145.2507726564;-38.0499045644;145.2506936269
13968;1285;-38.0499045644;145.2506936269;-38.0499157582;145.2506136638
13969;1285;-38.0499157582;145.2506136638;-38.0499225036;145.2505502845
13970;1285;-38.0499225036;145.2505502845;-38.0499302713;145.2504494599
13971;1285;-38.0499302713;145.2504494599;-38.049934437;145.2503482823
13972;1285;-38.049934437;145.2503482823;-38.0499600301;145.2492894647
13973;1285;-38.0499600301;145.2492894647;-38.0499624874;145.2488307547
13974;1285;-38.0499624874;145.2488307547;-38.0499630393;145.2487276915
13975;1285;-38.0499630393;145.2487276915;-38.0509219559;145.2519851821
13976;1285;-38.0509219559;145.2519851821;-38.050995271;145.2520352037
13977;1286;-38.0146970943;145.3289840292;-38.0147652446;145.3289743124
13978;1286;-38.0147652446;145.3289743124;-38.0150225013;145.3289376331
13979;1287;-38.0762953701;145.2467283862;-38.0763938424;145.2467086287
13980;1287;-38.0763938424;145.2467086287;-38.0763938424;145.2467086287
13981;1287;-38.0763938424;145.2467086287;-38.0774415506;145.2464984128
13982;1288;-38.0789383009;145.3367210191;-38.0790090334;145.3366003848
13983;1288;-38.0790090334;145.3366003848;-38.0805409211;145.3372039248
13984;1288;-38.0805409211;145.3372039248;-38.0806117071;145.3371911161
13985;1288;-38.0806117071;145.3371911161;-38.0789918827;145.3366296354
13986;1288;-38.0789918827;145.3366296354;-38.0792147265;145.3362495722
13987;1288;-38.0792147265;145.3362495722;-38.0794123688;145.3359125231
13988;1288;-38.0794123688;145.3359125231;-38.0795273107;145.3357523895
13989;1288;-38.0795273107;145.3357523895;-38.0803522308;145.3356031162
13990;1288;-38.0803522308;145.3356031162;-38.081065715;145.3354739936
13991;1288;-38.081065715;145.3354739936;-38.0814723872;145.3354041147
13992;1288;-38.0814723872;145.3354041147;-38.0817736662;145.3353523453
13993;1288;-38.0817736662;145.3353523453;-38.0819353981;145.3368558316
13994;1288;-38.0819353981;145.3368558316;-38.0819354026;145.3368558734
13995;1288;-38.0819354026;145.3368558734;-38.0819448902;145.3369440778
13996;1288;-38.0819448902;145.3369440778;-38.0812544084;145.3370748183
13997;1288;-38.0812544084;145.3370748183;-38.0806116623;145.3371911242
13998;1289;-38.0320926728;145.3306966246;-38.032103605;145.3307874561
13999;1289;-38.032103605;145.3307874561;-38.032209244;145.3316652051
14000;1289;-38.032209244;145.3316652051;-38.0323258087;145.3326336989
14001;1289;-38.0323258087;145.3326336989;-38.0323406641;145.3327644558
14002;1289;-38.0323406641;145.3327644558;-38.0323444029;145.3328359234
14003;1289;-38.0323444029;145.3328359234;-38.0323419227;145.3329313518
14004;1289;-38.0323419227;145.3329313518;-38.0323309584;145.333025808
14005;1289;-38.0323309584;145.333025808;-38.0323094084;145.3331266078
14006;1289;-38.0323094084;145.3331266078;-38.0322838566;145.3332121269
14007;1289;-38.0322838566;145.3332121269;-38.0322514668;145.3332938565
14008;1289;-38.0322514668;145.3332938565;-38.032206602;145.3333813856
14009;1289;-38.032206602;145.3333813856;-38.0321430676;145.3334760645
14010;1289;-38.0321430676;145.3334760645;-38.03208994;145.3335380662
14011;1289;-38.03208994;145.3335380662;-38.0320518354;145.3335754168
14012;1289;-38.0320518354;145.3335754168;-38.0319911026;145.3336250258
14013;1289;-38.0319911026;145.3336250258;-38.0319485089;145.3336535864
14014;1289;-38.0319485089;145.3336535864;-38.0318591728;145.3336992973
14015;1289;-38.0318591728;145.3336992973;-38.0317657279;145.3337290898
14016;1289;-38.0317657279;145.3337290898;-38.0312049448;145.3338377491
14017;1289;-38.0312049448;145.3338377491;-38.0311317796;145.3338479144
14018;1289;-38.0311317796;145.3338479144;-38.0310336734;145.3338464103
14019;1289;-38.0310336734;145.3338464103;-38.0309607332;145.3338339896
14020;1289;-38.0309607332;145.3338339896;-38.0308891982;145.333812043
14021;1289;-38.0308891982;145.333812043;-38.0307973713;145.3337683765
14022;1289;-38.0307973713;145.3337683765;-38.0307321377;145.3337252833
14023;1289;-38.0307321377;145.3337252833;-38.030651331;145.3336549447
14024;1289;-38.030651331;145.3336549447;-38.0305962217;145.3335932516
14025;1289;-38.0305962217;145.3335932516;-38.0305464919;145.3335246461
14026;1289;-38.0305464919;145.3335246461;-38.0304894725;145.3334237062
14027;1289;-38.0304894725;145.3334237062;-38.0304542839;145.3333419869
14028;1289;-38.0304542839;145.3333419869;-38.0304260081;145.3332560606
14029;1289;-38.0304260081;145.3332560606;-38.0303995901;145.3331366105
14030;1289;-38.0303995901;145.3331366105;-38.0301024911;145.3308412048
14031;1289;-38.0301024911;145.3308412048;-38.0301006175;145.3307688596
14032;1289;-38.0301006175;145.3307688596;-38.0301042987;145.3307208089
14033;1289;-38.0301042987;145.3307208089;-38.030117115;145.3306502712
14034;1289;-38.030117115;145.3306502712;-38.0301303929;145.3306050093
14035;1289;-38.0301303929;145.3306050093;-38.0301472962;145.3305617102
14036;1289;-38.0301472962;145.3305617102;-38.0301676427;145.3305208646
14037;1289;-38.0301676427;145.3305208646;-38.0301988132;145.3304753253
14038;1289;-38.0301988132;145.3304753253;-38.0302470261;145.3304048872
14039;1290;-37.9829653745;145.2854624216;-37.9830074322;145.2853961482
14040;1290;-37.9830074322;145.2853961482;-37.9830999373;145.2852503804
14041;1290;-37.9830999373;145.2852503804;-37.9831243166;145.2852164029
14042;1290;-37.9831243166;145.2852164029;-37.9831641946;145.2851695764
14043;1290;-37.9831641946;145.2851695764;-37.9832076554;145.2851281603
14044;1290;-37.9832076554;145.2851281603;-37.9832542456;145.2850925829
14045;1290;-37.9832542456;145.2850925829;-37.9833034797;145.2850632415
14046;1290;-37.9833034797;145.2850632415;-37.9833548422;145.2850404316
14047;1290;-37.9833548422;145.2850404316;-37.9834077832;145.2850243893
14048;1290;-37.9834077832;145.2850243893;-37.985154708;145.2846660312
14049;1291;-38.0838735791;145.3502765428;-38.0839984892;145.3502519254
14050;1291;-38.0839984892;145.3502519254;-38.0839984892;145.3502519254
14051;1291;-38.0839984892;145.3502519254;-38.0846196078;145.3501295134
14052;1291;-38.0846196078;145.3501295134;-38.0848656569;145.3500878592
14053;1291;-38.0848656569;145.3500878592;-38.0849665853;145.3499368715
14054;1291;-38.0849665853;145.3499368715;-38.0849941521;145.3498956319
14055;1292;-38.0554937903;145.3266746098;-38.0555674962;145.3266604283
14056;1292;-38.0555674962;145.3266604283;-38.0566666581;145.326448938
14057;1292;-38.0566666581;145.326448938;-38.0566682331;145.3264486293
14058;1293;-38.0049714883;145.3087668601;-38.0050178092;145.3091265333
14059;1293;-38.0050178092;145.3091265333;-38.0050753828;145.3095735505
14060;1293;-38.0050753828;145.3095735505;-38.0050178092;145.3091265333
14061;1293;-38.0050178092;145.3091265333;-38.0058917581;145.3089428004
14062;1293;-38.0058917581;145.3089428004;-38.0059666966;145.3089270456
14063;1294;-38.0548441498;145.253654993;-38.0548841402;145.2540740616
14064;1294;-38.0548841402;145.2540740616;-38.0548843408;145.2540949099
14065;1294;-38.0548843408;145.2540949099;-38.0548852036;145.2541845835
14066;1295;-38.0807935551;145.2812880719;-38.0808532892;145.2812817777
14067;1295;-38.0808532892;145.2812817777;-38.0811430732;145.2812512428
14068;1295;-38.0811430732;145.2812512428;-38.0814164678;145.2812086219
14069;1295;-38.0814164678;145.2812086219;-38.0821858198;145.2810489997
14070;1295;-38.0821858198;145.2810489997;-38.0824819668;145.2809930474
14071;1296;-38.055222143;145.2921867006;-38.0553196714;145.2929594485
14072;1296;-38.0553196714;145.2929594485;-38.0553281654;145.2930454585
14073;1296;-38.0553281654;145.2930454585;-38.0553320176;145.2931319867
14074;1296;-38.0553320176;145.2931319867;-38.0553290789;145.2932619204
14075;1296;-38.0553290789;145.2932619204;-38.0553157023;145.2933907883
14076;1296;-38.0553157023;145.2933907883;-38.0552920427;145.293517269
14077;1296;-38.0552920427;145.293517269;-38.055276131;145.2935736838
14078;1296;-38.055276131;145.2935736838;-38.055251766;145.2936600699
14079;1297;-38.1233167996;145.3566813174;-38.1233432529;145.3568953833
14080;1297;-38.1233432529;145.3568953833;-38.1233497743;145.3569481567
14081;1297;-38.1233497743;145.3569481567;-38.1233902424;145.3572519028
14082;1297;-38.1233902424;145.3572519028;-38.1234503276;145.3577028438
14083;1297;-38.1234503276;145.3577028438;-38.1245163936;145.357475165
14084;1297;-38.1245163936;145.357475165;-38.1246362764;145.3583748357
14085;1297;-38.1246362764;145.3583748357;-38.1246924712;145.358796548
14086;1297;-38.1246924712;145.358796548;-38.1247561542;145.3592745086
14087;1298;-38.0942458162;145.2467259235;-38.0942563652;145.2468043405
14088;1298;-38.0942563652;145.2468043405;-38.0942563696;145.2468043728
14089;1298;-38.0942563696;145.2468043728;-38.0943856795;145.247765643
14090;1298;-38.0943856795;145.247765643;-38.0944000736;145.2478726508
14091;1299;-38.0084178987;145.3071383511;-38.0084741132;145.30756279
14092;1299;-38.0084741132;145.30756279;-38.0085217186;145.3079222107
14093;1299;-38.0085217186;145.3079222107;-38.0084741132;145.30756279
14094;1299;-38.0084741132;145.30756279;-38.0093909503;145.3073730584
14095;1299;-38.0093909503;145.3073730584;-38.0094613529;145.307358489
14096;1300;-38.1146000937;145.3248096871;-38.1146711574;145.3247947323
14097;1300;-38.1146711574;145.3247947323;-38.1146707026;145.324794828
14098;1300;-38.1146707026;145.324794828;-38.1161748894;145.3244782771
14099;1300;-38.1161748894;145.3244782771;-38.1162460483;145.3244633016
14100;1301;-38.026206007;145.3327944474;-38.0262134988;145.332904906
14101;1301;-38.0262134988;145.332904906;-38.026206007;145.3327944474
14102;1301;-38.026206007;145.3327944474;-38.0262057949;145.3327913206
14103;1301;-38.0262057949;145.3327913206;-38.0261400821;145.3317176204
14104;1301;-38.0261400821;145.3317176204;-38.0261329154;145.3314867268
14105;1301;-38.0261329154;145.3314867268;-38.026134969;145.3313071706
14106;1301;-38.026134969;145.3313071706;-38.0261444439;145.3311345505
14107;1301;-38.0261444439;145.3311345505;-38.0262034996;145.3301834702
14108;1301;-38.0262034996;145.3301834702;-38.0262162943;145.3299729596
14109;1301;-38.0262162943;145.3299729596;-38.0262274645;145.3298712102
14110;1301;-38.0262274645;145.3298712102;-38.0262469281;145.3297714793
14111;1301;-38.0262469281;145.3297714793;-38.0262744913;145.3296748364
14112;1301;-38.0262744913;145.3296748364;-38.0262972107;145.329612648
14113;1301;-38.0262972107;145.329612648;-38.026323295;145.3295526036
14114;1301;-38.026323295;145.3295526036;-38.0263684313;145.3294671866
14115;1301;-38.0263684313;145.3294671866;-38.0264368504;145.3293641161
14116;1301;-38.0264368504;145.3293641161;-38.026511853;145.3292749011
14117;1301;-38.026511853;145.3292749011;-38.0265963316;145.3291993823
14118;1301;-38.0265963316;145.3291993823;-38.0266878947;145.329139158
14119;1301;-38.0266878947;145.329139158;-38.0267851066;145.3290952997
14120;1301;-38.0267851066;145.3290952997;-38.0268663675;145.3290733316
14121;1301;-38.0268663675;145.3290733316;-38.0271305238;145.3290186543
14122;1301;-38.0271305238;145.3290186543;-38.0272347042;145.3289964569
14123;1301;-38.0272347042;145.3289964569;-38.0272868562;145.3289807951
14124;1301;-38.0272868562;145.3289807951;-38.0273380205;145.3289605757
14125;1301;-38.0273380205;145.3289605757;-38.0274093493;145.3289236997
14126;1301;-38.0274093493;145.3289236997;-38.0274599891;145.3288908004
14127;1301;-38.0274599891;145.3288908004;-38.0275057722;145.3288555449
14128;1301;-38.0275057722;145.3288555449;-38.0275705227;145.3287953144
14129;1301;-38.0275705227;145.3287953144;-38.0276107726;145.3287505586
14130;1301;-38.0276107726;145.3287505586;-38.0276484548;145.3287023634
14131;1301;-38.0276484548;145.3287023634;-38.0276833984;145.3286509561
14132;1301;-38.0276833984;145.3286509561;-38.0277154119;145.3285966076
14133;1301;-38.0277154119;145.3285966076;-38.0277575132;145.3285103663
14134;1301;-38.0277575132;145.3285103663;-38.0277868;145.3284351974
14135;1301;-38.0277868;145.3284351974;-38.0278063381;145.328373426
14136;1301;-38.0278063381;145.328373426;-38.0278224854;145.3283101025
14137;1301;-38.0278224854;145.3283101025;-38.0278443168;145.3281800144
14138;1301;-38.0278443168;145.3281800144;-38.0278454134;145.3281433731
14139;1301;-38.0278454134;145.3281433731;-38.0278454971;145.328140578
14140;1301;-38.0278454971;145.328140578;-38.0278497791;145.3279978272
14141;1301;-38.0278497791;145.3279978272;-38.0278502929;145.3279806993
14142;1302;-38.0760721475;145.3299770204;-38.0762254545;145.3299458407
14143;1302;-38.0762254545;145.3299458407;-38.0762414308;145.3299425914
14144;1302;-38.0762414308;145.3299425914;-38.0764053058;145.3312323266
14145;1302;-38.0764053058;145.3312323266;-38.0763936507;145.3311405941
14146;1302;-38.0763936507;145.3311405941;-38.0762414308;145.3299425914
14147;1302;-38.0762414308;145.3299425914;-38.0764143374;145.3299305275
14148;1302;-38.0764143374;145.3299305275;-38.0765912358;145.3298945528
14149;1302;-38.0765912358;145.3298945528;-38.0766222555;145.3298882445
14150;1303;-37.9929598453;145.2761031559;-37.9929937799;145.2762448596
14151;1304;-38.1176092595;145.3192956659;-38.1177438995;145.3192669969
14152;1305;-38.0727969354;145.2656856215;-38.0729712353;145.2670935103
