Location Coordinate;Feature Extent;Postcode;Projection;Latitude Coordinate;Longitude Coordinate;Location;Bin Type;Bin Type (other);Number of Bins;Bin Size;Bin Size (other);Waste Type;Waste Type (other);Bin Colours;Bin Colours (other);Stand Condition;Stand Condition - other;Plate Fitting;Locking;Locking - other;Key Requirement;Bin Condition;Bin Condition - other;Date;Easting Coordinate;Northing Coordinate;GISFid;Google Maps Direction;Property_Address;Suburb;Last Modification Date;Council Ward
-38.1118263211, 145.284952093;"{""coordinates"": [145.284952093, -38.1118263211], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11182632109617;145.28495209299723;;Cage;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-10-14;349647;5780389;906;https://www.google.com.au/maps/dir//-38.11182632109617,145.28495209299723/@your+location,17z/data=!4m2!4m1!3e0;Codrington St Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.1141165924, 145.284301909;"{""coordinates"": [145.284301909, -38.1141165924], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.114116592396186;145.28430190899718;;Compound;;8;240lt;;General,Recycle;;Green,Yellow;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-14;349595;5780134;908;https://www.google.com.au/maps/dir//-38.114116592396186,145.28430190899718/@your+location,17z/data=!4m2!4m1!3e0;3 Codrington St Cranbourne 3977;Cranbourne;2025-05-26;Tooradin
-38.1131726643, 145.28210694;"{""coordinates"": [145.28210694, -38.1131726643], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.113172664296165;145.28210693999722;;Cage;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-10-14;349400;5780235;912;https://www.google.com.au/maps/dir//-38.113172664296165,145.28210693999722/@your+location,17z/data=!4m2!4m1!3e0;162 Sladen St Cranbourne 3977;Cranbourne;2025-05-26;Cranbourne Gardens
-38.1221394148, 145.343054691;"{""coordinates"": [145.343054691, -38.1221394148], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.122139414796294;145.3430546909976;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;5- Excellent;;2022-10-14;354761;5779338;913;https://www.google.com.au/maps/dir//-38.122139414796294,145.3430546909976/@your+location,17z/data=!4m2!4m1!3e0;114 Pattersons Rd Clyde 3978;Clyde;2025-05-26;Tooradin
-38.1159572358, 145.239887666;"{""coordinates"": [145.239887666, -38.1159572358], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11595723579605;145.23988766599692;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-12;345705;5779857;918;https://www.google.com.au/maps/dir//-38.11595723579605,145.23988766599692/@your+location,17z/data=!4m2!4m1!3e0;91 Everlasting Blvd Cranbourne West 3977;Cranbourne West;2025-05-26;Cranbourne Gardens
-38.1112494367, 145.241390923;"{""coordinates"": [145.241390923, -38.1112494367], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11124943669605;145.2413909229969;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-10-12;345827;5780382;920;https://www.google.com.au/maps/dir//-38.11124943669605,145.2413909229969/@your+location,17z/data=!4m2!4m1!3e0;30 Trueman St Cranbourne West 3977;Cranbourne West;2025-05-26;Quarters
-38.1059335428, 145.25893086;"{""coordinates"": [145.25893086, -38.1059335428], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.10593354279612;145.258930859997;;Stand;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-12;347353;5781001;924;https://www.google.com.au/maps/dir//-38.10593354279612,145.258930859997/@your+location,17z/data=!4m2!4m1!3e0;30-38 McGuigan Drv Cranbourne West 3977;Cranbourne West;2025-05-26;Quarters
-38.1008609059, 145.258996021;"{""coordinates"": [145.258996021, -38.1008609059], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.10086090589611;145.258996020997;;Cage;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-10-12;347348;5781564;925;https://www.google.com.au/maps/dir//-38.10086090589611,145.258996020997/@your+location,17z/data=!4m2!4m1!3e0;93-105 Raisell Rd Cranbourne West 3977;Cranbourne West;2025-05-26;Quarters
-38.0901989993, 145.259435317;"{""coordinates"": [145.259435317, -38.0901989993], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.09019899929613;145.25943531699704;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-12;347365;5782748;927;https://www.google.com.au/maps/dir//-38.09019899929613,145.25943531699704/@your+location,17z/data=!4m2!4m1!3e0;42-52 Fairhaven Blvd Cranbourne West 3977;Cranbourne West;2025-05-26;Quarters
-38.107080739, 145.25022327;"{""coordinates"": [145.25022327, -38.107080739], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.1070807389961;145.25022326999698;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-12;346592;5780859;931;https://www.google.com.au/maps/dir//-38.1070807389961,145.25022326999698/@your+location,17z/data=!4m2!4m1!3e0;4 Flicka Blvd Cranbourne West 3977;Cranbourne West;2025-05-26;Quarters
-38.1055074997, 145.309207939;"{""coordinates"": [145.309207939, -38.1055074997], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.10550749969627;145.3092079389974;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-10-12;351761;5781130;935;https://www.google.com.au/maps/dir//-38.10550749969627,145.3092079389974/@your+location,17z/data=!4m2!4m1!3e0;2-32 Fable Way Cranbourne East 3977;Cranbourne East;2025-05-26;Correa
-38.1178174122, 145.291999849;"{""coordinates"": [145.291999849, -38.1178174122], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.1178174121962;145.29199984899725;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;4- Very Good;;2022-10-12;350277;5779736;938;https://www.google.com.au/maps/dir//-38.1178174121962,145.29199984899725/@your+location,17z/data=!4m2!4m1!3e0;Cobain Way Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1207329315, 145.312842457;"{""coordinates"": [145.312842457, -38.1207329315], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.12073293149622;145.3128424569974;;Cage,Stand;;3;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-12;352110;5779446;939;https://www.google.com.au/maps/dir//-38.12073293149622,145.3128424569974/@your+location,17z/data=!4m2!4m1!3e0;160 Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1188272535, 145.309724484;"{""coordinates"": [145.309724484, -38.1188272535], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.118827253496235;145.3097244839974;;Cage;;1;660lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-07;351833;5779652;942;https://www.google.com.au/maps/dir//-38.118827253496235,145.3097244839974/@your+location,17z/data=!4m2!4m1!3e0;160 Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.081612452, 145.277248537;"{""coordinates"": [145.277248537, -38.081612452], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.08161245199618;145.27724853699718;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;4- Very Good;;2022-10-10;348909;5783730;944;https://www.google.com.au/maps/dir//-38.08161245199618,145.27724853699718/@your+location,17z/data=!4m2!4m1!3e0;1085 South Gippsland Highway Cranbourne North 3977;Cranbourne North;2025-05-26;Correa
-38.2020309382, 145.233398611;"{""coordinates"": [145.233398611, -38.2020309382], ""type"": ""Point""}";3912;MGA2020 Zone 55;-38.202030938195975;145.23339861099686;;Cage;;1;120lt;;General;;Green;;1- Poor;;;Working;;yes;3- Good;;2022-10-06;345318;5770295;947;https://www.google.com.au/maps/dir//-38.202030938195975,145.23339861099686/@your+location,17z/data=!4m2!4m1!3e0;Baxter-Tooradin Rd Pearcedale 3912;Pearcedale;2025-05-26;Cranbourne Gardens
-38.2023510849, 145.232692855;"{""coordinates"": [145.232692855, -38.2023510849], ""type"": ""Point""}";3912;MGA2020 Zone 55;-38.202351084895994;145.23269285499686;;Cage;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-10-06;345257;5770258;951;https://www.google.com.au/maps/dir//-38.202351084895994,145.23269285499686/@your+location,17z/data=!4m2!4m1!3e0;Baxter-Tooradin Rd Pearcedale 3912;Pearcedale;2025-05-26;Cranbourne Gardens
-38.2023378415, 145.232714983;"{""coordinates"": [145.232714983, -38.2023378415], ""type"": ""Point""}";3912;MGA2020 Zone 55;-38.202337841495975;145.23271498299687;;Cage;;1;120lt;;General;;Green;;1- Poor;;;Working;;yes;3- Good;;2022-10-06;345259;5770260;952;https://www.google.com.au/maps/dir//-38.202337841495975,145.23271498299687/@your+location,17z/data=!4m2!4m1!3e0;Baxter-Tooradin Rd Pearcedale 3912;Pearcedale;2025-05-26;Cranbourne Gardens
-38.2113589906, 145.375487292;"{""coordinates"": [145.375487292, -38.2113589906], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.211358990596345;145.3754872919978;;Stand;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-06;357778;5769487;959;https://www.google.com.au/maps/dir//-38.211358990596345,145.3754872919978/@your+location,17z/data=!4m2!4m1!3e0;South Gippsland Hwy Tooradin 3980;Tooradin;2025-05-26;Tooradin
-38.2200153172, 145.315070367;"{""coordinates"": [145.315070367, -38.2200153172], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.220015317196214;145.31507036699745;;Stand;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-10-06;352506;5768432;962;https://www.google.com.au/maps/dir//-38.220015317196214,145.31507036699745/@your+location,17z/data=!4m2!4m1!3e0;Rutherford Pde Warneet 3980;Warneet;2025-05-26;Cranbourne Gardens
-38.2195232576, 145.313004479;"{""coordinates"": [145.313004479, -38.2195232576], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.219523257596215;145.3130044789974;;Cage;;1;120lt;;General;;Green;;1- Poor;;;Working;;yes;3- Good;;2022-10-06;352324;5768484;965;https://www.google.com.au/maps/dir//-38.219523257596215,145.3130044789974/@your+location,17z/data=!4m2!4m1!3e0;Rutherford Pde Warneet 3980;Warneet;2025-05-26;Cranbourne Gardens
-38.2273561461, 145.307316687;"{""coordinates"": [145.307316687, -38.2273561461], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.227356146096184;145.3073166869974;;Cage;;1;120lt;;General;;Green;;1- Poor,2- Average;;;Working;;yes;3- Good;;2022-10-06;351842;5767605;966;https://www.google.com.au/maps/dir//-38.227356146096184,145.3073166869974/@your+location,17z/data=!4m2!4m1!3e0;Rutherford Pde Warneet 3980;Warneet;2025-05-26;Cranbourne Gardens
-38.2239503354, 145.308460615;"{""coordinates"": [145.308460615, -38.2239503354], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.22395033539619;145.30846061499741;;Cage;;2;120lt;;General;;Green;;1- Poor;;;Working;;yes;3- Good;;2022-10-06;351935;5767985;969;https://www.google.com.au/maps/dir//-38.22395033539619,145.30846061499741/@your+location,17z/data=!4m2!4m1!3e0;6 Culgoa St Warneet 3980;Warneet;2025-05-26;Cranbourne Gardens
-38.2272368297, 145.307071768;"{""coordinates"": [145.307071768, -38.2272368297], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.227236829696196;145.30707176799734;;Stand;;2;240lt;;Fish;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-06;351820;5767618;970;https://www.google.com.au/maps/dir//-38.227236829696196,145.30707176799734/@your+location,17z/data=!4m2!4m1!3e0;Rutherford Pde Warneet 3980;Warneet;2025-05-26;Cranbourne Gardens
-38.2123519527, 145.379508678;"{""coordinates"": [145.379508678, -38.2123519527], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.212351952696345;145.37950867799785;;Cage;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-10-06;358132;5769383;978;https://www.google.com.au/maps/dir//-38.212351952696345,145.37950867799785/@your+location,17z/data=!4m2!4m1!3e0;South Gippsland Hwy Tooradin 3980;Tooradin;2025-05-26;Tooradin
-38.213670468, 145.379467774;"{""coordinates"": [145.379467774, -38.213670468], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.21367046799634;145.37946777399782;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-06;358131;5769237;995;https://www.google.com.au/maps/dir//-38.21367046799634,145.37946777399782/@your+location,17z/data=!4m2!4m1!3e0;South Gippslnad Hwy Tooradin Vic 3980;Tooradin;2025-05-26;Tooradin
-38.2153700246, 145.37749677;"{""coordinates"": [145.37749677, -38.2153700246], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.21537002459636;145.3774967699978;;Stand;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-06;357962;5769045;998;https://www.google.com.au/maps/dir//-38.21537002459636,145.3774967699978/@your+location,17z/data=!4m2!4m1!3e0;1 Foreshore Rd Tooradin 3980;Tooradin;2025-05-26;Tooradin
-38.2154184301, 145.377164846;"{""coordinates"": [145.377164846, -38.2154184301], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.215418430096335;145.3771648459978;;Stand;;2;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-07;357933;5769040;999;https://www.google.com.au/maps/dir//-38.215418430096335,145.3771648459978/@your+location,17z/data=!4m2!4m1!3e0;South Gippsland Hwy Tooradin 3980;Tooradin;2025-05-26;Tooradin
-38.2161721308, 145.377287474;"{""coordinates"": [145.377287474, -38.2161721308], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.21617213079633;145.37728747399782;;Stand;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;1- Poor;;2022-10-06;357945;5768956;1000;https://www.google.com.au/maps/dir//-38.21617213079633,145.37728747399782/@your+location,17z/data=!4m2!4m1!3e0;South Gippsland Hwy Tooradin 3980;Tooradin;2025-05-26;Tooradin
-38.2142696085, 145.316383787;"{""coordinates"": [145.316383787, -38.2142696085], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.21426960849623;145.31638378699745;;Cage;;1;240lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-10-06;352609;5769072;1004;https://www.google.com.au/maps/dir//-38.21426960849623,145.31638378699745/@your+location,17z/data=!4m2!4m1!3e0;Cannons Creek Rd Cannons Creek 3977;Cannons Creek;2025-05-26;Cranbourne Gardens
-38.1248631981, 145.24022609;"{""coordinates"": [145.24022609, -38.1248631981], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.12486319809606;145.2402260899969;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-06;345753;5778869;1007;https://www.google.com.au/maps/dir//-38.12486319809606,145.2402260899969/@your+location,17z/data=!4m2!4m1!3e0;45 Firecast Way Cranbourne South 3977;Cranbourne South;2025-05-26;Cranbourne Gardens
-38.1459644867, 145.250426413;"{""coordinates"": [145.250426413, -38.1459644867], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.14596448669607;145.250426412997;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;3- Good;;2022-10-06;346691;5776545;1017;https://www.google.com.au/maps/dir//-38.14596448669607,145.250426412997/@your+location,17z/data=!4m2!4m1!3e0;cnr Station Creek Way & Pimelia Mews Botanic Ridge VIC 3977 AU;Botanic Ridge;2025-05-26;Cranbourne Gardens
-38.2156533748, 145.341455257;"{""coordinates"": [145.341455257, -38.2156533748], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.21565337479628;145.34145525699762;;Cage;;1;120lt;;General;;Green;;1- Poor,2- Average;;;Working;;yes;3- Good;;2022-10-06;354807;5768958;1018;https://www.google.com.au/maps/dir//-38.21565337479628,145.34145525699762/@your+location,17z/data=!4m2!4m1!3e0;Anchorage Drv Blind Bight 3980;Blind Bight;2025-05-26;Cranbourne Gardens
-38.0018902495, 145.269358353;"{""coordinates"": [145.269358353, -38.0018902495], ""type"": ""Point""}";3803;MGA2020 Zone 55;-38.0018902494962;145.26935835299707;;Compound,Free Standing;;12;240lt;;General,Recycle;;Green,Yellow;;2- Average;;;Not Working;;no;2- Average,3- Good;;2022-08-31;348053;5792563;1021;https://www.google.com.au/maps/dir//-38.0018902494962,145.26935835299707/@your+location,17z/data=!4m2!4m1!3e0;118 Frawley Rd & Mapleson Ct Hallam 3803;Hallam;2025-05-26;Waratah
-38.0812607085, 145.374846757;"{""coordinates"": [145.374846757, -38.0812607085], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.081260708496394;145.37484675699778;;Compound;;16;240lt;;General,Recycle;;Green,Yellow;;5- Excellent;;;Working;;yes;5- Excellent;;2022-09-06;357469;5783923;1024;https://www.google.com.au/maps/dir//-38.081260708496394,145.37484675699778/@your+location,17z/data=!4m2!4m1!3e0;35 Copabella Cct Clyde North 3978;Clyde North;2025-05-26;Dillwynia
-38.1244835772, 145.324706634;"{""coordinates"": [145.324706634, -38.1244835772], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.12448357719628;145.3247066339975;;Stand;;1;240lt;;Dog Poo;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-03;353158;5779049;1033;https://www.google.com.au/maps/dir//-38.12448357719628,145.3247066339975/@your+location,17z/data=!4m2!4m1!3e0;413 Clyde Rd (Bimberry Cct) Clyde 3978;Clyde;2025-05-26;Tooradin
-38.1240353342, 145.333160467;"{""coordinates"": [145.333160467, -38.1240353342], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.1240353341963;145.33316046699753;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-03;353898;5779112;1037;https://www.google.com.au/maps/dir//-38.1240353341963,145.33316046699753/@your+location,17z/data=!4m2!4m1!3e0;16-20 Swanston St Clyde 3978;Clyde;2025-05-26;Tooradin
-38.1245160615, 145.349233244;"{""coordinates"": [145.349233244, -38.1245160615], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.12451606149634;145.34923324399767;;Stand;;1;120lt;;Dog Poo;;Green;;5- Excellent;;;Working;;yes;5- Excellent;;2022-10-03;355308;5779083;1038;https://www.google.com.au/maps/dir//-38.12451606149634,145.34923324399767/@your+location,17z/data=!4m2!4m1!3e0;46 Ashtead St Clyde 3978;Clyde;2025-05-26;Tooradin
-38.1249993202, 145.349547649;"{""coordinates"": [145.349547649, -38.1249993202], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.12499932019632;145.34954764899763;;Stand;;1;120lt;;Dog Poo;;Green;;5- Excellent;;;Working;;yes;5- Excellent;;2022-10-03;355336;5779030;1039;https://www.google.com.au/maps/dir//-38.12499932019632,145.34954764899763/@your+location,17z/data=!4m2!4m1!3e0;46 Ashtead St Clyde 3978;Clyde;2025-05-26;Tooradin
-38.1255953992, 145.348992599;"{""coordinates"": [145.348992599, -38.1255953992], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.125595399196335;145.34899259899768;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;5- Excellent;;2022-10-03;355289;5778963;1041;https://www.google.com.au/maps/dir//-38.125595399196335,145.34899259899768/@your+location,17z/data=!4m2!4m1!3e0;46 Ashtead St Clyde 3978;Clyde;2025-05-26;Tooradin
-38.1218711939, 145.334432228;"{""coordinates"": [145.334432228, -38.1218711939], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.12187119389628;145.33443222799758;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-03;354005;5779354;1043;https://www.google.com.au/maps/dir//-38.12187119389628,145.33443222799758/@your+location,17z/data=!4m2!4m1!3e0;20 Pump House Crs Clyde 3978;Clyde;2025-05-26;Tooradin
-38.1221413007, 145.338555537;"{""coordinates"": [145.338555537, -38.1221413007], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.12214130069633;145.33855553699757;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;4- Very Good;;2022-10-03;354367;5779330;1044;https://www.google.com.au/maps/dir//-38.12214130069633,145.33855553699757/@your+location,17z/data=!4m2!4m1!3e0;13 Rothschild Ave Clyde 3978;Clyde;2025-05-26;Tooradin
-38.1326387007, 145.330177075;"{""coordinates"": [145.330177075, -38.1326387007], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.13263870069626;145.33017707499758;;Stand;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-03;353653;5778152;1047;https://www.google.com.au/maps/dir//-38.13263870069626,145.33017707499758/@your+location,17z/data=!4m2!4m1!3e0;20 Railway Rd (Opposite) Clyde 3978;Clyde;2025-05-26;Tooradin
-38.0979479431, 145.374307959;"{""coordinates"": [145.374307959, -38.0979479431], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.09794794309639;145.3743079589978;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-03;357454;5782070;1052;https://www.google.com.au/maps/dir//-38.09794794309639,145.3743079589978/@your+location,17z/data=!4m2!4m1!3e0;240-260 Saint Germain Blvd Clyde North 3978;Clyde North;2025-05-26;Dillwynia
-38.0975122098, 145.373914009;"{""coordinates"": [145.373914009, -38.0975122098], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.0975122097964;145.3739140089978;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;5- Excellent;;;357419;5782118;1054;https://www.google.com.au/maps/dir//-38.0975122097964,145.3739140089978/@your+location,17z/data=!4m2!4m1!3e0;252 Saint Germain Blvd Clyde North 3978;Clyde North;2025-05-26;Dillwynia
