ID;Latitude;Longitude
1;-38.05331297408498;145.26761017683543
2;-38.12430506263563;145.21834657131802
3;-38.09732088101221;145.49203992461327
4;-37.94211829193413;145.31938583625282
5;-38.052952923319154;145.24335576848665
