ROAD_SEGMENT_ID;LINE_ID;START_LAT;START_LON;END_LAT;END_LON;modified_weight_km
5827;539;-38.1688175791;145.2218226677;-38.1688523586;145.2217800656;0.0062978726421311
5828;539;-38.1688523586;145.2217800656;-38.16883234;145.2219350678;0.0161076524657522
5829;539;-38.16883234;145.2219350678;-38.1688375853;145.2219382825;0.0007594303319333
5830;539;-38.1688375853;145.2219382825;-38.1688759208;145.2219506731;0.0051590712759902
5831;539;-38.1688759208;145.2219506731;-38.1689121483;145.2219529262;0.0047308576946045
5832;539;-38.1689121483;145.2219529262;-38.1689383636;145.2219481421;0.0034543185191054
5833;540;-38.1248368565;145.2361801584;-38.1248545976;145.2363211102;0.0133728873462919
5834;540;-38.1248545976;145.2363211102;-38.1248546148;145.2363212466;1.2941629873243797e-05
5835;540;-38.1248546148;145.2363212466;-38.1250992584;145.2382650584;0.1844196771098016
5836;540;-38.1250992584;145.2382650584;-38.1252038927;145.2385948144;0.0317249368101578
5837;540;-38.1252038927;145.2385948144;-38.1252307053;145.2386793152;0.0081295795990017
5838;541;-38.0342352749;145.3320818886;-38.0342727738;145.3321102351;0.0050954532092095
5839;541;-38.0342727738;145.3321102351;-38.0342928355;145.3321292175;0.0029212345182587
5840;541;-38.0342928355;145.3321292175;-38.0343072787;145.3321428836;0.0021031066084691
5841;541;-38.0343072787;145.3321428836;-38.0343536096;145.3321998362;0.0075293769105966
5842;541;-38.0343536096;145.3321998362;-38.0343804014;145.3322425326;0.0050200984876262
5843;541;-38.0343804014;145.3322425326;-38.0344035723;145.3322884821;0.0050173691427386
5844;541;-38.0344035723;145.3322884821;-38.0344228893;145.3323371944;0.0050153359577549
5845;541;-38.0344228893;145.3323371944;-38.034438146;145.3323881648;0.0050143338990279
5846;541;-38.034438146;145.3323881648;-38.0344530522;145.3324676692;0.007515564508609
5847;541;-38.0344530522;145.3324676692;-38.0344839673;145.3327887812;0.0297494572008733
5848;541;-38.0344839673;145.3327887812;-38.0344873318;145.3328558408;0.0061793433156236
5849;541;-38.0344873318;145.3328558408;-38.0344852449;145.3329229569;0.0061768481251512
5850;541;-38.0344852449;145.3329229569;-38.0344777277;145.3329894565;0.0058838164048152
5851;541;-38.0344777277;145.3329894565;-38.034456468;145.333086512;0.0088228708175678
5852;541;-38.034456468;145.333086512;-38.0344358453;145.3331484207;0.0058870428261005
5853;541;-38.0344358453;145.3331484207;-38.0344007553;145.3332261884;0.0078494793985717
5854;542;-38.1249633941;145.3560987717;-38.1249824957;145.3562421002;0.0127160563954623
5855;542;-38.1249824957;145.3562421002;-38.1252991014;145.3586179509;0.2107836960453878
5856;542;-38.1252991014;145.3586179509;-38.1253054593;145.358665665;0.0042331412707438
5857;543;-38.0926197916;145.299797791;-38.0926844294;145.299784106;0.0076508120342081
5858;543;-38.0926844294;145.299784106;-38.0930335919;145.2997101816;0.0413283988839359
5859;543;-38.0930335919;145.2997101816;-38.0932862832;145.2996554226;0.0299288806143884
5860;543;-38.0932862832;145.2996554226;-38.0939848676;145.2995159954;0.0825630380214364
5861;543;-38.0939848676;145.2995159954;-38.0946824166;145.2993687415;0.0825584082525278
5862;543;-38.0946824166;145.2993687415;-38.0953568444;145.299218929;0.0761302414612012
5863;543;-38.0953568444;145.299218929;-38.0957155257;145.2991428706;0.0404350831845643
5864;543;-38.0957155257;145.2991428706;-38.0960218086;145.2990783806;0.0362475805711228
5865;543;-38.0960218086;145.2990783806;-38.0964597449;145.2989861396;0.0518287808703322
5866;543;-38.0964597449;145.2989861396;-38.0966026287;145.298956018;0.0169103741831654
5867;543;-38.0966026287;145.298956018;-38.0964218879;145.2975898249;0.127290909190839
5868;543;-38.0964218879;145.2975898249;-38.0959314758;145.2976929802;0.0552734248763828
5869;543;-38.0959314758;145.2976929802;-38.0958914727;145.2977013947;0.0045086757444499
5870;543;-38.0958914727;145.2977013947;-38.0956618352;145.2959542229;0.1550095273361479
5871;543;-38.0956618352;145.2959542229;-38.0957953735;145.295928426;0.0150193994273983
5872;543;-38.0957953735;145.295928426;-38.0961572585;145.2958529004;0.0407789124569183
5873;543;-38.0961572585;145.2958529004;-38.0971806725;145.2956392639;0.1153237996903435
5874;543;-38.0971806725;145.2956392639;-38.0975406458;145.2955641148;0.0405637916386603
5875;543;-38.0975406458;145.2955641148;-38.0981329877;145.2954385507;0.0667755926168167
5876;543;-38.0981329877;145.2954385507;-38.0982045686;145.2954233769;0.0084728947173033
5877;544;-38.053117827;145.35219318;-38.0532053575;145.3521762528;0.0098451503369374
5878;544;-38.0532053575;145.3521762528;-38.0533560913;145.352147103;0.016954053804136
5879;544;-38.0533560913;145.352147103;-38.0534148661;145.3521380452;0.0065834053684165
5880;544;-38.0534148661;145.3521380452;-38.0534739703;145.3521335149;0.0065840470471387
5881;544;-38.0534739703;145.3521335149;-38.0535331871;145.3521335409;0.0065846081265392
5882;544;-38.0535331871;145.3521335409;-38.0535922913;145.352138135;0.0065843859228101
5883;544;-38.0535922913;145.352138135;-38.0536510668;145.352147252;0.0065841087766701
5884;544;-38.0536510668;145.352147252;-38.0537092982;145.3521608774;0.0065840256773859
5885;544;-38.0537092982;145.3521608774;-38.0537667694;145.3521789658;0.0065838415097006
5886;544;-38.0537667694;145.3521789658;-38.053823253;145.3522014358;0.0065816320599869
5887;544;-38.053823253;145.3522014358;-38.053878554;145.352228196;0.0065804690484885
5888;544;-38.053878554;145.352228196;-38.0539324642;145.352259177;0.0065797388303909
5889;544;-38.0539324642;145.352259177;-38.053984786;145.3522942396;0.0065782374920857
5890;544;-38.053984786;145.3522942396;-38.0540353304;145.3523332718;0.0065778020370744
5891;544;-38.0540353304;145.3523332718;-38.0540839168;145.3523761102;0.0065769716812648
5892;544;-38.0540839168;145.3523761102;-38.0541303313;145.3524226204;0.0065742303107796
5893;544;-38.0541303313;145.3524226204;-38.0541744279;145.3524725939;0.0065717769111264
5894;544;-38.0541744279;145.3524725939;-38.0542081153;145.352515216;0.0052875940737541
5895;544;-38.0542081153;145.352515216;-38.0546790968;145.3531410877;0.0758005534751346
5896;544;-38.0546790968;145.3531410877;-38.0547905081;145.3533976834;0.0256560076957074
5897;545;-38.0218597986;145.3394262525;-38.0219335334;145.3394565702;0.0090492359709446
5898;545;-38.0219335334;145.3394565702;-38.0223179639;145.3396146383;0.0471799380027029
5899;546;-37.9838739637;145.2427445831;-37.9839242271;145.2427811218;0.0074076609213643
5900;546;-37.9839242271;145.2427811218;-37.9839310259;145.2427860642;0.0010019880515721
5901;546;-37.9839310259;145.2427860642;-37.9839808069;145.2428421031;0.0085101588088252
5902;546;-37.9839808069;145.2428421031;-37.984020357;145.2429099248;0.0085031437987321
5903;546;-37.984020357;145.2429099248;-37.984047969;145.2429866096;0.0084972451634567
5904;546;-37.984047969;145.2429866096;-37.9840591206;145.2430410333;0.0056675909359044
5905;546;-37.9840591206;145.2430410333;-37.9841308394;145.2436625798;0.0633122155899712
5906;547;-38.0312183133;145.2896839052;-38.031310557;145.289665533;0.0103824860328659
5907;548;-38.1141218994;145.3294869163;-38.1142053547;145.3294693075;0.0094068072756509
5908;548;-38.1142053547;145.3294693075;-38.1144267901;145.3294225849;0.0249594758431594
5909;548;-38.1144267901;145.3294225849;-38.114733817;145.329357781;0.0346073766044784
5910;548;-38.114733817;145.329357781;-38.1151248194;145.3292752957;0.0440722795800392
5911;548;-38.1151248194;145.3292752957;-38.1164337738;145.3289857439;0.1477369569773632
5912;548;-38.1164337738;145.3289857439;-38.1165266753;145.3289651929;0.0104854599337134
5913;549;-38.1328182217;145.2952073388;-38.1330653874;145.2951106856;0.0337288168772986
5914;549;-38.1330653874;145.2951106856;-38.1356486567;145.294640899;0.3403697178928696
5915;549;-38.1356486567;145.294640899;-38.1369660121;145.2943534369;0.1743372645190353
5916;549;-38.1369660121;145.2943534369;-38.1370802705;145.2943319959;0.0150643645290315
5917;549;-38.1370802705;145.2943319959;-38.1378001786;145.2941969004;0.0949160885350583
5918;549;-38.1378001786;145.2941969004;-38.1384360253;145.2940775806;0.0838330040643598
5919;549;-38.1384360253;145.2940775806;-38.1392529051;145.2939242912;0.1077011997730809
5920;549;-38.1392529051;145.2939242912;-38.1413963186;145.2935220377;0.2825979512870623
5921;550;-37.9972364738;145.3307587807;-37.9971920864;145.3308272259;0.0077673506436607
5922;550;-37.9971920864;145.3308272259;-37.9971825765;145.3308439764;0.0018090301180715
5923;550;-37.9971825765;145.3308439764;-37.9971448833;145.3309103677;0.0071701879251751
5924;550;-37.9971448833;145.3309103677;-37.9970947856;145.3309907985;0.0089835330087606
5925;550;-37.9970947856;145.3309907985;-37.9970419131;145.3310683027;0.0089826303956805
5926;550;-37.9970419131;145.3310683027;-37.9969863723;145.3311427776;0.0089849543020937
5927;550;-37.9969863723;145.3311427776;-37.9969282554;145.3312140424;0.0089865126674843
5928;550;-37.9969282554;145.3312140424;-37.9968676868;145.3312819826;0.0089889756396559
5929;550;-37.9968676868;145.3312819826;-37.996804795;145.3313464405;0.0089893259311784
5930;550;-37.996804795;145.3313464405;-37.9967396794;145.3314073021;0.0089926153880278
5931;550;-37.9967396794;145.3314073021;-37.9966724923;145.3314644434;0.008993604607817
5932;550;-37.9966724923;145.3314644434;-37.9966373423;145.3314922162;0.0046042367428258
5933;550;-37.9966373423;145.3314922162;-37.9961338954;145.3318804979;0.0655093606966048
5934;550;-37.9961338954;145.3318804979;-37.995985985;145.3319945721;0.0192463198812785
5935;550;-37.995985985;145.3319945721;-37.9959336086;145.3320323325;0.0066983113506085
5936;550;-37.9959336086;145.3320323325;-37.9958795323;145.3320660669;0.0067003452797165
5937;550;-37.9958795323;145.3320660669;-37.9958239607;145.3320956603;0.0067013583599905
5938;550;-37.9958239607;145.3320956603;-37.9957670958;145.3321209919;0.0067013990884997
5939;550;-37.9957670958;145.3321209919;-37.9957091352;145.3321420141;0.0067030217548924
5940;550;-37.9957091352;145.3321420141;-37.9956502764;145.3321586049;0.0067043264399826
5941;550;-37.9956502764;145.3321586049;-37.9955907359;145.3321707289;0.0067053011221771
5942;550;-37.9955907359;145.3321707289;-37.9955307295;145.3321783412;0.0067056674562914
5943;550;-37.9955307295;145.3321783412;-37.9954704756;145.3321814005;0.0067052891384199
5944;550;-37.9954704756;145.3321814005;-37.9954101895;145.3321799053;0.0067047887712273
5945;550;-37.9954101895;145.3321799053;-37.995350078;145.3321738795;0.0067049181057365
5946;550;-37.995350078;145.3321738795;-37.9952903482;145.3321633137;0.0067058741880891
5947;550;-37.9952903482;145.3321633137;-37.9952312342;145.3321482631;0.0067041814232847
5948;550;-37.9952312342;145.3321482631;-37.9951856246;145.3321330126;0.0052446725165254
5949;550;-37.9951856246;145.3321330126;-37.9951729432;145.3321287788;0.0014580963763557
5950;550;-37.9951729432;145.3321287788;-37.9951156636;145.332104926;0.0067034024159628
5951;550;-37.9951156636;145.332104926;-37.995059622;145.3320767974;0.0067013210148238
5952;550;-37.995059622;145.3320767974;-37.9950050072;145.3320444971;0.0067000996731263
5953;550;-37.9950050072;145.3320444971;-37.9949925513;145.3320363932;0.0015564727911132
5954;550;-37.9949925513;145.3320363932;-37.9947022586;145.3318408136;0.0365467467090635
5955;550;-37.9947022586;145.3318408136;-37.9943541772;145.3316107359;0.0436412249795234
5956;550;-37.9943541772;145.3316107359;-37.9943020783;145.3315737238;0.0066392577174116
5957;550;-37.9943020783;145.3315737238;-37.9942518472;145.3315328148;0.006636886479543
5958;550;-37.9942518472;145.3315328148;-37.9942036522;145.3314881791;0.0066346404521488
5959;550;-37.9942036522;145.3314881791;-37.9941576842;145.3314399343;0.0066332324040955
5960;550;-37.9941576842;145.3314399343;-37.9941140864;145.3313882617;0.006633627647579
5961;550;-37.9941140864;145.3313882617;-37.9940730384;145.3313333793;0.006630446608175
5962;550;-37.9940730384;145.3313333793;-37.9940392486;145.3312823648;0.0058396400610128
5963;550;-37.9940392486;145.3312823648;-37.9940346817;145.3312754682;0.0007893759158304
5964;550;-37.9940346817;145.3312754682;-37.9939991634;145.3312147462;0.0066266078775973
5965;550;-37.9939991634;145.3312147462;-37.9939665975;145.3311514201;0.0066262482571814
5966;550;-37.9939665975;145.3311514201;-37.9939371007;145.3310857276;0.0066254477993627
5967;550;-37.9939371007;145.3310857276;-37.9939108092;145.3310179196;0.0066222603759197
5968;550;-37.9939108092;145.3310179196;-37.9939047753;145.3310007481;0.0016475440122303
5969;550;-37.9939047753;145.3310007481;-37.9932819099;145.3291922689;0.172951159321083
5970;550;-37.9932819099;145.3291922689;-37.9932014918;145.3289587885;0.0223288201226358
5971;550;-37.9932014918;145.3289587885;-37.9931877769;145.3289199423;0.003730120590157
5972;550;-37.9931877769;145.3289199423;-37.9931536312;145.3288311546;0.0086575333304536
5973;550;-37.9931536312;145.3288311546;-37.9931162725;145.3287444475;0.0086596551069721
5974;550;-37.9931162725;145.3287444475;-37.9930757981;145.3286600046;0.0086609620165495
5975;550;-37.9930757981;145.3286600046;-37.9930322729;145.3285780292;0.0086618421645052
5976;550;-37.9930322729;145.3285780292;-37.9929858127;145.328498661;0.0086638775486761
5977;550;-37.9929858127;145.328498661;-37.9929365063;145.3284220792;0.0086657985179923
5978;550;-37.9929365063;145.3284220792;-37.9928844521;145.3283484695;0.0086667137367306
5979;550;-37.9928844521;145.3283484695;-37.992829768;145.3282779554;0.0086692959234627
5980;550;-37.992829768;145.3282779554;-37.9927725618;145.32821071;0.0086711020819828
5981;550;-37.9927725618;145.32821071;-37.9927129682;145.3281468692;0.0086722891040314
5982;550;-37.9927129682;145.3281468692;-37.9926511123;145.32808657;0.0086734986089562
5983;550;-37.9926511123;145.32808657;-37.9926213727;145.3280602579;0.0040313918504084
5984;550;-37.9926213727;145.3280602579;-37.9925871288;145.3280299519;0.0046424162285649
5985;550;-37.9925871288;145.3280299519;-37.9925211261;145.3279771024;0.0086782605801289
5986;550;-37.9925211261;145.3279771024;-37.9924532847;145.327928163;0.0086774813899503
5987;550;-37.9924532847;145.327928163;-37.9923837184;145.3278832223;0.0086802319645369
5988;550;-37.9923837184;145.3278832223;-37.9922483644;145.3277930731;0.0169980047167088
5989;550;-37.9922483644;145.3277930731;-37.992114732;145.3276989019;0.0169970484464889
5990;550;-37.992114732;145.3276989019;-37.9920651084;145.3276625879;0.0063697745786812
5991;550;-37.9920651084;145.3276625879;-37.9919704483;145.3275860389;0.0124816006254669
5992;550;-37.9919704483;145.3275860389;-37.9918777711;145.3275057078;0.0124801433321853
5993;550;-37.9918777711;145.3275057078;-37.9918176125;145.3274505173;0.0082546183462108
5994;550;-37.9918176125;145.3274505173;-37.9917284199;145.3273640879;0.0124791051987218
5995;550;-37.9917284199;145.3273640879;-37.9916414722;145.3272741175;0.0124754157131526
5996;550;-37.9916414722;145.3272741175;-37.9915763596;145.3272022059;0.009598606868544
5997;550;-37.9915763596;145.3272022059;-37.9915169032;145.3271336096;0.0089355618017532
5998;550;-37.9915169032;145.3271336096;-37.9914391031;145.3270391821;0.0119713995845854
5999;550;-37.9914391031;145.3270391821;-37.9913788051;145.3269621124;0.0095167908891707
6000;550;-37.9913788051;145.3269621124;-37.9913177912;145.3268804051;0.0098639745591873
6001;550;-37.9913177912;145.3268804051;-37.9912433296;145.3267740516;0.0124666973878434
6002;550;-37.9912433296;145.3267740516;-37.9911713925;145.3266635528;0.0125599521054374
6003;550;-37.9911713925;145.3266635528;-37.9910366394;145.3264376332;0.0248290393479816
6004;550;-37.9910366394;145.3264376332;-37.9909974934;145.3263647081;0.0077322718245764
6005;550;-37.9909974934;145.3263647081;-37.9909525282;145.326278098;0.0090888068418948
6006;550;-37.9909525282;145.326278098;-37.9909134762;145.3262000729;0.0080999621186898
6007;550;-37.9909134762;145.3262000729;-37.9908788035;145.3261256195;0.0075785921612168
6008;550;-37.9908788035;145.3261256195;-37.9908339641;145.3260255767;0.0100857216126995
6009;550;-37.9908339641;145.3260255767;-37.9908026196;145.3259530395;0.0072495102085404
6010;550;-37.9908026196;145.3259530395;-37.9907721661;145.3258768735;0.0074845637487181
6011;550;-37.9907721661;145.3258768735;-37.9907371508;145.3257857186;0.0088866041053579
6012;550;-37.9907371508;145.3257857186;-37.990643687;145.3255128394;0.0260741722894081
6013;550;-37.990643687;145.3255128394;-37.990540236;145.3251316109;0.0353335292061102
6014;550;-37.990540236;145.3251316109;-37.9904050583;145.324638126;0.0457838642775565
6015;550;-37.9904050583;145.324638126;-37.9901528264;145.3237173117;0.0854301772517916
6016;550;-37.9901528264;145.3237173117;-37.9898772982;145.3228437259;0.0824593049399338
6017;550;-37.9898772982;145.3228437259;-37.9896410709;145.3220947301;0.0706990276806691
6018;550;-37.9896410709;145.3220947301;-37.989467866;145.3215456096;0.0518332610242572
6019;550;-37.989467866;145.3215456096;-37.9893553888;145.3206662797;0.0780688052391805
6020;550;-37.9893553888;145.3206662797;-37.9892680496;145.3199835553;0.0606140084631968
6021;550;-37.9892680496;145.3199835553;-37.9891408155;145.3189943593;0.0878357650885058
6022;550;-37.9891408155;145.3189943593;-37.9890379902;145.3181852932;0.0754101016816472
6023;550;-37.9890379902;145.3181852932;-37.9890104587;145.3179701388;0.0200572665028381
6024;550;-37.9890104587;145.3179701388;-37.9889770917;145.3177093218;0.024313924158429
6025;550;-37.9889770917;145.3177093218;-37.9888721871;145.3168894587;0.0764298044531022
6026;550;-37.9888721871;145.3168894587;-37.9889138294;145.315950729;0.086516627910389
6027;550;-37.9889138294;145.315950729;-37.9889165207;145.3158899739;0.0055993768304321
6028;550;-37.9889165207;145.3158899739;-37.9889845573;145.3146190408;0.1172179350086551
6029;550;-37.9889845573;145.3146190408;-37.989009344;145.3145024186;0.0111146778810325
6030;551;-38.1225433231;145.3654839911;-38.1225510007;145.3655423636;0.0051770774104216
6031;551;-38.1225510007;145.3655423636;-38.1227894123;145.3673551164;0.160773129543149
6032;551;-38.1227894123;145.3673551164;-38.1228056838;145.3674788439;0.0109733602175248
6033;552;-38.0001513763;145.2677646967;-38.0001624441;145.2678504615;0.0076150403234658
6034;552;-38.0001624441;145.2678504615;-38.000274683;145.2687202325;0.0772266750631113
6035;552;-38.000274683;145.2687202325;-37.9997487783;145.2688303774;0.0681593517641992
6036;552;-37.9997487783;145.2688303774;-38.000274683;145.2687202325;0.0592690015340862
6037;552;-38.000274683;145.2687202325;-38.0005329845;145.2686661286;0.0334769929410902
6038;553;-38.1220129489;145.3356065038;-38.1220261487;145.3356637793;0.0054818826562452
6039;553;-38.1220261487;145.3356637793;-38.122026126;145.3356636809;9.418681471843655e-06
6040;553;-38.122026126;145.3356636809;-38.122052559;145.3357783777;0.0109777105903096
6041;553;-38.122052559;145.3357783777;-38.1220741468;145.3359520858;0.0161530477388998
6042;554;-38.043753799;145.2921091672;-38.0439835991;145.2922636797;0.0303596361154029
6043;554;-38.0439835991;145.2922636797;-38.0441712782;145.2924191694;0.0261640934154433
6044;554;-38.0441712782;145.2924191694;-38.0439835991;145.2922636797;0.0261640934154433
6045;554;-38.0439835991;145.2922636797;-38.0444043261;145.2914466235;0.089760967546765
6046;554;-38.0444043261;145.2914466235;-38.0444525617;145.2913529481;0.0102910167026767
6047;555;-38.026066346;145.3206838338;-38.0261165393;145.3206386925;0.0068399089261558
6048;555;-38.0261165393;145.3206386925;-38.0263242035;145.3204519291;0.028298704726034
6049;556;-38.0136484161;145.3185051662;-38.0138009066;145.318474518;0.0180258062652462
6050;556;-38.0138009066;145.318474518;-38.0142645382;145.3173376125;0.1177586905435352
6051;556;-38.0142645382;145.3173376125;-38.0143175181;145.3177586042;0.0392162545822377
6052;556;-38.0143175181;145.3177586042;-38.0140947901;145.3178033852;0.0263287653890643
6053;556;-38.0140947901;145.3178033852;-38.0136082144;145.3181857272;0.0668156142618567
6054;556;-38.0136082144;145.3181857272;-38.0136484161;145.3185051662;0.0297567033817062
6055;556;-38.0136484161;145.3185051662;-38.0134094196;145.3185688023;0.028511341388905
6056;556;-38.0134094196;145.3185688023;-38.0143175181;145.3177586042;0.1295977157647276
6057;556;-38.0143175181;145.3177586042;-38.0144424774;145.3187514227;0.0924833276155862
6058;556;-38.0144424774;145.3187514227;-38.0144429045;145.3187548158;0.0003160754283564
6059;556;-38.0144429045;145.3187548158;-38.0144738216;145.318810393;0.0062582579752817
6060;557;-38.0153047185;145.2597032722;-38.0153911324;145.2596709897;0.011518780886101
6061;558;-38.0945870099;145.3531036066;-38.0946448479;145.3531581374;0.009209570020424
6062;558;-38.0946448479;145.3531581374;-38.0960709765;145.354502752;0.2270842169314159
6063;558;-38.0960709765;145.354502752;-38.0961313237;145.3545596513;0.0096092082281686
6064;559;-38.1256914246;145.3262087065;-38.1257627991;145.3261942694;0.0081970524477699
6065;559;-38.1257627991;145.3261942694;-38.1270883169;145.3259261483;0.1522300210403229
6066;559;-38.1270883169;145.3259261483;-38.1273241418;145.3260586769;0.0292440227387542
6067;559;-38.1273241418;145.3260586769;-38.1275042777;145.3261630935;0.0224545309732373
6068;559;-38.1275042777;145.3261630935;-38.1276500796;145.3263414833;0.0229516083535785
6069;559;-38.1276500796;145.3263414833;-38.1277141262;145.3264198452;0.0100820002243192
6070;560;-38.0608566157;145.3577273852;-38.0609644016;145.3578119893;0.0183162126952588
6071;560;-38.0609644016;145.3578119893;-38.06026415;145.359255764;0.1929988826694532
6072;560;-38.06026415;145.359255764;-38.0603247904;145.3593130254;0.0088224810855236
6073;560;-38.0603247904;145.3593130254;-38.0603786483;145.3593788011;0.0087236935061183
6074;560;-38.0603786483;145.3593788011;-38.0604302379;145.359450264;0.0089128068984486
6075;560;-38.0604302379;145.359450264;-38.0604750619;145.3595245417;0.0086030786188735
6076;560;-38.0604750619;145.3595245417;-38.0604794837;145.3595334822;0.0009705777052336
6077;560;-38.0604794837;145.3595334822;-38.0605089552;145.3595930706;0.006468909408469
6078;560;-38.0605089552;145.3595930706;-38.0609644016;145.3578119893;0.1721492691146549
6079;560;-38.0609644016;145.3578119893;-38.0611865884;145.3579830199;0.0375562790677866
6080;561;-38.0102541707;145.2671612143;-38.0103678371;145.2671537015;0.0126562537422389
6081;561;-38.0103678371;145.2671537015;-38.0104430334;145.2671487314;0.0083727772122194
6082;561;-38.0104430334;145.2671487314;-38.0107008211;145.2671139021;0.0288266400674335
6083;561;-38.0107008211;145.2671139021;-38.0122118865;145.2667921515;0.1703708975700715
6084;561;-38.0122118865;145.2667921515;-38.0132292716;145.2665755021;0.1204446746859316
6085;561;-38.0132292716;145.2665755021;-38.0141158859;145.2664015359;0.0997580758593115
6086;561;-38.0141158859;145.2664015359;-38.014220577;145.2663809937;0.0117794005824261
6087;562;-38.0139752319;145.2909651793;-38.0140715596;145.2909365171;0.0115516129253763
6088;562;-38.0140715596;145.2909365171;-38.0140717076;145.290936473;1.690425809128363e-05
6089;562;-38.0140717076;145.290936473;-38.0141035345;145.2909270029;0.0036349342244291
6090;562;-38.0141035345;145.2909270029;-38.0142067014;145.2909002543;0.0117085288247926
6091;562;-38.0142067014;145.2909002543;-38.0143083228;145.290920564;0.0114390051994697
6092;562;-38.0143083228;145.290920564;-38.0144155634;145.290986137;0.0132361761226904
6093;562;-38.0144155634;145.290986137;-38.0151398687;145.2919734332;0.1181839527567581
6094;562;-38.0151398687;145.2919734332;-38.0158842719;145.2930174224;0.1233533930685423
6095;562;-38.0158842719;145.2930174224;-38.0164761028;145.2938474508;0.102974993567197
6096;562;-38.0164761028;145.2938474508;-38.0168399559;145.2943577641;0.0633092511285482
6097;562;-38.0168399559;145.2943577641;-38.0168937016;145.2944331446;0.0093516146911168
6098;563;-38.064181626;145.2504956516;-38.0644801732;145.2504240888;0.0354720865421596
6099;563;-38.0644801732;145.2504240888;-38.0644916909;145.2504213279;0.0013684843269325
6100;563;-38.0644916909;145.2504213279;-38.0646917321;145.2521118579;0.1571436629366194
6101;563;-38.0646917321;145.2521118579;-38.0646817717;145.2520276789;0.007824861878791
6102;563;-38.0646817717;145.2520276789;-38.0644916909;145.2504213279;0.1493188010578314
6103;563;-38.0644916909;145.2504213279;-38.0646434773;145.2503945754;0.0178915814236474
6104;563;-38.0646434773;145.2503945754;-38.0651509746;145.2502473629;0.0607782767639345
6105;563;-38.0651509746;145.2502473629;-38.0652171491;145.2502546933;0.0077555097253848
6106;563;-38.0652171491;145.2502546933;-38.0652704253;145.2503861094;0.013587445513584
6107;563;-38.0652704253;145.2503861094;-38.0653212904;145.2505115692;0.012971793023374
6108;563;-38.0653212904;145.2505115692;-38.0653608891;145.2506784594;0.0160224013221204
6109;563;-38.0653608891;145.2506784594;-38.0653901552;145.2511780211;0.0460475929175813
6110;563;-38.0653901552;145.2511780211;-38.0654428882;145.2514743587;0.0279270118170927
6111;563;-38.0654428882;145.2514743587;-38.0658342477;145.2525963328;0.1128024345047566
6112;563;-38.0658342477;145.2525963328;-38.0659029028;145.2527931618;0.0197889182654884
6113;563;-38.0659029028;145.2527931618;-38.0659704498;145.2530604607;0.025805066590307
6114;563;-38.0659704498;145.2530604607;-38.0660284703;145.2533681139;0.0290798407873993
6115;564;-38.0066038851;145.3164376625;-38.006619038;145.3165612407;0.0115054902947771
6116;564;-38.006619038;145.3165612407;-38.0066767473;145.3170318937;0.043819122363151
6117;564;-38.0066767473;145.3170318937;-38.0067104402;145.3171899197;0.0150605165189118
6118;564;-38.0067104402;145.3171899197;-38.0067509685;145.3173243917;0.013244912808713
6119;564;-38.0067509685;145.3173243917;-38.006787536;145.3174210347;0.0098626988950198
6120;564;-38.006787536;145.3174210347;-38.0068302147;145.3175159264;0.0100516453303255
6121;564;-38.0068302147;145.3175159264;-38.0069582697;145.3177557978;0.0266549653285891
6122;564;-38.0069582697;145.3177557978;-38.0071398732;145.3180959486;0.0377990966980336
6123;564;-38.0071398732;145.3180959486;-38.0072658816;145.3183293459;0.026028145366481
6124;564;-38.0072658816;145.3183293459;-38.007355969;145.3185087557;0.0195713600411952
6125;564;-38.007355969;145.3185087557;-38.0074047491;145.3186365022;0.0130593244324115
6126;564;-38.0074047491;145.3186365022;-38.0074272622;145.3187118965;0.0074172345919048
6127;564;-38.0074272622;145.3187118965;-38.0074458782;145.3187889711;0.0074161021209593
6128;564;-38.0074458782;145.3187889711;-38.0074645285;145.3188937825;0.0098849014755984
6129;564;-38.0074645285;145.3188937825;-38.0075217452;145.3192955368;0.0375580769494533
6130;564;-38.0075217452;145.3192955368;-38.0075902536;145.319776509;0.0449639417462555
6131;564;-38.0075902536;145.319776509;-38.0076475411;145.3201792316;0.0376471434093254
6132;564;-38.0076475411;145.3201792316;-38.0076599621;145.3202665506;0.0081627103949649
6133;565;-38.0861820252;145.3314026513;-38.0862448033;145.3313898289;0.0070702350781055
6134;565;-38.0862448033;145.3313898289;-38.0874135671;145.3311511056;0.1316292843058494
6135;565;-38.0874135671;145.3311511056;-38.0881269392;145.33102112;0.0801349477421552
6136;565;-38.0881269392;145.33102112;-38.0886879553;145.3309188863;0.0630205059076252
6137;565;-38.0886879553;145.3309188863;-38.0887467596;145.3309081703;0.0066056522365281
6138;566;-38.1111401375;145.3691603578;-38.1111855825;145.3690805742;0.008617383110908
6139;566;-38.1111855825;145.3690805742;-38.1111855822;145.3690805748;6.219508788594725e-08
6140;566;-38.1111855822;145.3690805748;-38.111365249;145.3687651485;0.0340689194057439
6141;566;-38.111365249;145.3687651485;-38.1113719816;145.3687533285;0.0012766621711001
6142;566;-38.1113719816;145.3687533285;-38.1117862549;145.3680260108;0.0785562914161762
6143;566;-38.1117862549;145.3680260108;-38.1117876598;145.3675658638;0.0402581340713583
6144;566;-38.1117876598;145.3675658638;-38.1117876598;145.3675658638;0.0
6145;566;-38.1117876598;145.3675658638;-38.1117879294;145.3674774877;0.0077320004188481
6146;567;-38.0445251651;145.3224542229;-38.0448644739;145.3220939653;0.056557972813667
